id,name,platforms,desc
T1614.001,System Language Discovery,"Windows, Linux, macOS",Adversaries may attempt to gather information about the system language of a victim in order to infer the geographical location of that host. This information may be used to shape…
T1095,Non-Application Layer Protocol,"Windows, Linux, macOS, Network Devices, ESXi",Adversaries may use an OSI non-application layer protocol for communication between host and C2 server or among infected hosts within a network. The list of possible protocols is…
T1027.003,Steganography,"Linux, macOS, Windows",Adversaries may use steganography techniques in order to prevent the detection of hidden information. Steganographic techniques can be used to hide data in digital media such as…
T1584.002,DNS Server,PRE,"Adversaries may compromise third-party DNS servers that can be used during targeting. During post-compromise activity, adversaries may utilize DNS traffic for various tasks,…"
T1671,Cloud Application Integration,"SaaS, Office Suite","Adversaries may achieve persistence by leveraging OAuth application integrations in a software-as-a-service environment. Adversaries may create a custom application, add a…"
T1001.003,Protocol or Service Impersonation,"Linux, Windows, macOS, ESXi",Adversaries may impersonate legitimate protocols or web service traffic to disguise command and control activity and thwart analysis efforts. By impersonating legitimate protocols…
T1012,Query Registry,Windows,"Adversaries may interact with the Windows Registry to gather information about the system, configuration, and installed software. The Registry contains a significant amount of…"
T1030,Data Transfer Size Limits,"Linux, macOS, Windows, ESXi",An adversary may exfiltrate data in fixed size chunks instead of whole files or limit packet sizes below certain thresholds. This approach may be used to avoid triggering network…
T1550.004,Web Session Cookie,"SaaS, IaaS, Office Suite",Adversaries can use stolen session cookies to authenticate to web applications and services. This technique bypasses some multi-factor authentication protocols since the session…
T1078.002,Domain Accounts,"Linux, macOS, Windows, ESXi","Adversaries may obtain and abuse credentials of a domain account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.(Citation: TechNet…"
T1218.009,Regsvcs/Regasm,Windows,Adversaries may abuse Regsvcs and Regasm to proxy execution of code through a trusted Windows utility. Regsvcs and Regasm are Windows command-line utilities that are used to…
T1553.004,Install Root Certificate,"Linux, macOS, Windows",Adversaries may install a root certificate on a compromised system to avoid warnings when connecting to adversary controlled web servers. Root certificates are used in public key…
T1037.003,Network Logon Script,Windows,Adversaries may use network logon scripts automatically executed at logon initialization to establish persistence. Network logon scripts can be assigned using Active Directory or…
T1499,Endpoint Denial of Service,"Windows, Linux, macOS, Containers, IaaS",Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users. Endpoint DoS can be performed by exhausting the system…
T1027.004,Compile After Delivery,"Linux, macOS, Windows",Adversaries may attempt to make payloads difficult to discover and analyze by delivering files to victims as uncompiled code. Text-based source code files may subvert analysis and…
T1614,System Location Discovery,"Windows, Linux, macOS, IaaS",Adversaries may gather information in an attempt to calculate the geographical location of a victim host. Adversaries may use the information from [System Location…
T1564.007,VBA Stomping,"Linux, Windows, macOS",Adversaries may hide malicious Visual Basic for Applications (VBA) payloads embedded within MS Office documents by replacing the VBA source code with benign data.(Citation:…
T1197,BITS Jobs,Windows,"Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth,…"
T1127.001,MSBuild,Windows,Adversaries may use MSBuild to proxy execution of code through a trusted Windows utility. MSBuild.exe (Microsoft Build Engine) is a software build platform used by Visual Studio.…
T1656,Impersonation,"Linux, macOS, Windows, SaaS, Office Suite","Adversaries may impersonate a trusted person or organization in order to persuade and trick a target into performing some action on their behalf. For example, adversaries may…"
T1578.005,Modify Cloud Compute Configurations,IaaS,"Adversaries may modify settings that directly affect the size, locations, and resources available to cloud compute infrastructure in order to evade defenses. These settings may…"
T1090.004,Domain Fronting,"Linux, macOS, Windows, ESXi",Adversaries may take advantage of routing schemes in Content Delivery Networks (CDNs) and other services which host multiple domains to obfuscate the intended destination of HTTPS…
T1557.002,ARP Cache Poisoning,"Linux, Windows, macOS",Adversaries may poison Address Resolution Protocol (ARP) caches to position themselves between the communication of two or more networked devices. This activity may be used to…
T1562.008,Disable or Modify Cloud Logs,"IaaS, SaaS, Office Suite, Identity Provider",An adversary may disable or modify cloud logging capabilities and integrations to limit what data is collected on their activities and avoid detection. Cloud environments allow…
T1518.001,Security Software Discovery,"Windows, IaaS, Linux, macOS","Adversaries may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment. This may…"
T1564.003,Hidden Window,"macOS, Windows, Linux","Adversaries may use hidden windows to conceal malicious activity from the plain sight of users. In some cases, windows that would typically be displayed when an application…"
T1127.002,ClickOnce,Windows,Adversaries may use ClickOnce applications (.appref-ms and .application files) to proxy execution of code through a trusted Windows utility.(Citation: Burke/CISA ClickOnce…
T1059.006,Python,"Linux, Windows, macOS, ESXi","Adversaries may abuse Python commands and scripts for execution. Python is a very popular scripting/programming language, with capabilities to perform many functions. Python can…"
T1070.010,Relocate Malware,"Linux, macOS, Windows, Network Devices","Once a payload is delivered, adversaries may reproduce copies of the same malware on the victim system to remove evidence of their presence and/or avoid defenses. Copying malware…"
T1591.004,Identify Roles,PRE,Adversaries may gather information about identities and roles within the victim organization that can be used during targeting. Information about business roles may reveal a…
T1132,Data Encoding,"Linux, macOS, Windows, ESXi",Adversaries may encode data to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a standard data…
T1546.010,AppInit DLLs,Windows,Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by AppInit DLLs loaded into processes. Dynamic-link libraries (DLLs) that…
T1598,Phishing for Information,PRE,Adversaries may send phishing messages to elicit sensitive information that can be used during targeting. Phishing for information is an attempt to trick targets into divulging…
T1496,Resource Hijacking,"Windows, IaaS, Linux, macOS, Containers, SaaS","Adversaries may leverage the resources of co-opted systems to complete resource-intensive tasks, which may impact system and/or hosted service availability. Resource hijacking may…"
T1585,Establish Accounts,PRE,Adversaries may create and cultivate accounts with services that can be used during targeting. Adversaries can create accounts that can be used to build a persona to further…
T1588,Obtain Capabilities,PRE,"Adversaries may buy and/or steal capabilities that can be used during targeting. Rather than developing their own capabilities in-house, adversaries may purchase, freely download,…"
T1546.002,Screensaver,Windows,Adversaries may establish persistence by executing malicious content triggered by user inactivity. Screensavers are programs that execute after a configurable time of user…
T1556.009,Conditional Access Policies,"IaaS, Identity Provider",Adversaries may disable or modify conditional access policies to enable persistent access to compromised accounts. Conditional access policies are additional verifications used by…
T1578.002,Create Cloud Instance,IaaS,An adversary may create a new instance or virtual machine (VM) within the compute service of a cloud account to evade defenses. Creating a new instance may allow an adversary to…
T1555.006,Cloud Secrets Management Stores,IaaS,"Adversaries may acquire credentials from cloud-native secret management solutions such as AWS Secrets Manager, GCP Secret Manager, Azure Key Vault, and Terraform Vault. Secrets…"
T1213.003,Code Repositories,SaaS,Adversaries may leverage code repositories to collect valuable information. Code repositories are tools/services that store source code and automate software builds. They may be…
T1565.002,Transmitted Data Manipulation,"Linux, macOS, Windows","Adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity, thus threatening the integrity of the data.(Citation:…"
T1003.008,/etc/passwd and /etc/shadow,Linux,Adversaries may attempt to dump the contents of <code>/etc/passwd</code> and <code>/etc/shadow</code> to enable offline password cracking. Most modern Linux operating systems use…
T1543.001,Launch Agent,macOS,"Adversaries may create or modify launch agents to repeatedly execute malicious payloads as part of persistence. When a user logs in, a per-user launchd process is started which…"
T1569,System Services,"Windows, macOS, Linux",Adversaries may abuse system services or daemons to execute commands or programs. Adversaries can execute malicious content by interacting with or creating services either locally…
T1059.003,Windows Command Shell,Windows,Adversaries may abuse the Windows command shell for execution. The Windows command shell ([cmd](https://attack.mitre.org/software/S0106)) is the primary command prompt on Windows…
T1055.009,Proc Memory,Linux,Adversaries may inject malicious code into processes via the /proc filesystem in order to evade process-based defenses as well as possibly elevate privileges. Proc memory…
T1650,Acquire Access,PRE,Adversaries may purchase or otherwise acquire an existing access to a target system or network. A variety of online services and initial access broker networks are available to…
T1601.001,Patch System Image,Network Devices,Adversaries may modify the operating system of a network device to introduce new capabilities or weaken existing defenses.(Citation: Killing the myth of Cisco IOS rootkits)…
T1558.002,Silver Ticket,Windows,"Adversaries who have the password hash of a target service account (e.g. SharePoint, MSSQL) may forge Kerberos ticket granting service (TGS) tickets, also known as silver tickets.…"
T1213,Data from Information Repositories,"Linux, Windows, macOS, SaaS, IaaS, Office Suite","Adversaries may leverage information repositories to mine valuable information. Information repositories are tools that allow for storage of information, typically to facilitate…"
T1070.009,Clear Persistence,"Linux, macOS, Windows, ESXi","Adversaries may clear artifacts associated with previously established persistence on a host system to remove evidence of their activity. This may involve various actions, such as…"
T1059.012,Hypervisor CLI,ESXi,Adversaries may abuse hypervisor command line interpreters (CLIs) to execute malicious commands. Hypervisor CLIs typically enable a wide variety of functionality for managing both…
T1555.004,Windows Credential Manager,Windows,"Adversaries may acquire credentials from the Windows Credential Manager. The Credential Manager stores credentials for signing into websites, applications, and/or devices that…"
T1036.010,Masquerade Account Name,"Linux, macOS, Windows, SaaS, IaaS, Containers, Office Suite, Identity Provider",Adversaries may match or approximate the names of legitimate accounts to make newly created ones appear benign. This will typically occur during [Create…
T1200,Hardware Additions,"Windows, Linux, macOS","Adversaries may physically introduce computer accessories, networking hardware, or other computing devices into a system or network that can be used as a vector to gain access.…"
T1219.002,Remote Desktop Software,"Linux, macOS, Windows",An adversary may use legitimate desktop support software to establish an interactive command and control channel to target systems within networks. Desktop support software…
T1505,Server Software Component,"Windows, Linux, macOS, Network Devices, ESXi",Adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems. Enterprise server applications may include features that…
T1485,Data Destruction,"Windows, IaaS, Linux, macOS, Containers, ESXi","Adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources. Data destruction…"
T1132.002,Non-Standard Encoding,"Linux, macOS, Windows, ESXi",Adversaries may encode data with a non-standard data encoding system to make the content of command and control traffic more difficult to detect. Command and control (C2)…
T1556.001,Domain Controller Authentication,Windows,Adversaries may patch the authentication process on a domain controller to bypass the typical authentication mechanisms and enable access to accounts. Malware may be used to…
T1537,Transfer Data to Cloud Account,"IaaS, SaaS, Office Suite","Adversaries may exfiltrate data by transferring the data, including through sharing/syncing and creating backups of cloud environments, to another cloud account they control on…"
T1027.006,HTML Smuggling,"Windows, Linux, macOS",Adversaries may smuggle data and files past content filters by hiding malicious payloads inside of seemingly benign HTML files. HTML documents can store large binary objects known…
T1556.005,Reversible Encryption,Windows,An adversary may abuse Active Directory authentication encryption properties to gain access to credentials on Windows systems. The <code>AllowReversiblePasswordEncryption</code>…
T1027.010,Command Obfuscation,"Linux, macOS, Windows",Adversaries may obfuscate content during command execution to impede detection. Command-line obfuscation is a method of making strings and patterns within commands and scripts…
T1070.004,File Deletion,"Linux, macOS, Windows, ESXi","Adversaries may delete files left behind by the actions of their intrusion activity. Malware, tools, or other non-native files dropped or created on a system by an adversary (ex:…"
T1189,Drive-by Compromise,"Windows, Linux, macOS, Identity Provider","Adversaries may gain access to a system through a user visiting a website over the normal course of browsing. Multiple ways of delivering exploit code to a browser exist (i.e.,…"
T1498,Network Denial of Service,"Windows, IaaS, Linux, macOS, Containers",Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users. Network DoS can be performed by exhausting the…
T1651,Cloud Administration Command,IaaS,"Adversaries may abuse cloud management services to execute commands within virtual machines. Resources such as AWS Systems Manager, Azure RunCommand, and Runbooks allow users to…"
T1546.016,Installer Packages,"Linux, macOS, Windows",Adversaries may establish persistence and elevate privileges by using an installer to trigger the execution of malicious content. Installer packages are OS specific and contain…
T1595.001,Scanning IP Blocks,PRE,"Adversaries may scan victim IP blocks to gather information that can be used during targeting. Public IP addresses may be allocated to organizations by block, or a range of…"
T1221,Template Injection,Windows,"Adversaries may create or modify references in user document templates to conceal malicious code or force authentication attempts. For example, Microsoft’s Office Open XML (OOXML)…"
T1037.004,RC Scripts,"macOS, Linux, Network Devices, ESXi","Adversaries may establish persistence by modifying RC scripts, which are executed during a Unix-like system’s startup. These files allow system administrators to map and start…"
T1134,Access Token Manipulation,Windows,Adversaries may modify access tokens to operate under a different user or system security context to perform actions and bypass access controls. Windows uses access tokens to…
T1111,Multi-Factor Authentication Interception,"Linux, Windows, macOS","Adversaries may target multi-factor authentication (MFA) mechanisms, (i.e., smart cards, token generators, etc.) to gain access to credentials that can be used to access systems,…"
T1027.002,Software Packing,"macOS, Windows, Linux",Adversaries may perform software packing or virtual machine software protection to conceal their code. Software packing is a method of compressing or encrypting an executable.…
T1584.007,Serverless,PRE,"Adversaries may compromise serverless cloud infrastructure, such as Cloudflare Workers, AWS Lambda functions, or Google Apps Scripts, that can be used during targeting. By…"
T1071.001,Web Protocols,"Linux, macOS, Windows, Network Devices, ESXi",Adversaries may communicate using application layer protocols associated with web traffic to avoid detection/network filtering by blending in with existing traffic. Commands to…
T1059.005,Visual Basic,"Windows, macOS, Linux",Adversaries may abuse Visual Basic (VB) for execution. VB is a programming language created by Microsoft with interoperability with many Windows technologies such as [Component…
T1564.005,Hidden File System,"Linux, macOS, Windows",Adversaries may use a hidden file system to conceal malicious activity from users and security tools. File systems provide a structure to store and access data from physical…
T1543.002,Systemd Service,Linux,Adversaries may create or modify systemd services to repeatedly execute malicious payloads as part of persistence. Systemd is a system and service manager commonly used for…
T1668,Exclusive Control,"Linux, macOS, Windows","Adversaries who successfully compromise a system may attempt to maintain persistence by “closing the door” behind them – in other words, by preventing other threat actors from…"
T1563.002,RDP Hijacking,Windows,Adversaries may hijack a legitimate user’s remote desktop session to move laterally within an environment. Remote desktop is a common feature in operating systems. It allows a…
T1136,Create Account,"Windows, IaaS, Linux, macOS, Network Devices, Containers, SaaS, Office Suite, Identity Provider, ESXi","Adversaries may create an account to maintain access to victim systems.(Citation: Symantec WastedLocker June 2020) With a sufficient level of access, creating such accounts may be…"
T1547.013,XDG Autostart Entries,Linux,Adversaries may add or modify XDG Autostart Entries to execute malicious programs or commands when a user’s desktop environment is loaded at login. XDG Autostart entries are…
T1584.004,Server,PRE,"Adversaries may compromise third-party servers that can be used during targeting. Use of servers allows an adversary to stage, launch, and execute an operation. During post-…"
T1672,Email Spoofing,"Office Suite, Windows, macOS, Linux","Adversaries may fake, or spoof, a sender’s identity by modifying the value of relevant email headers in order to establish contact with victims under false pretenses.(Citation:…"
T1526,Cloud Service Discovery,"SaaS, IaaS, Office Suite, Identity Provider","An adversary may attempt to enumerate the cloud services running on a system after gaining access. These methods can differ from platform-as-a-service (PaaS), to infrastructure-…"
T1204.004,Malicious Copy and Paste,"Linux, Windows, macOS",An adversary may rely upon a user copying and pasting code in order to gain execution. Users may be subjected to social engineering to get them to copy and paste code directly…
T1018,Remote System Discovery,"Linux, macOS, Windows, Network Devices, ESXi","Adversaries may attempt to get a listing of other systems by IP address, hostname, or other logical identifier on a network that may be used for Lateral Movement from the current…"
T1046,Network Service Discovery,"Windows, IaaS, Linux, macOS, Containers, Network Devices","Adversaries may attempt to get a listing of services running on remote hosts and local network infrastructure devices, including those that may be vulnerable to remote software…"
T1590.001,Domain Properties,PRE,Adversaries may gather information about the victim's network domain(s) that can be used during targeting. Information about domains and their properties may include a variety of…
T1518,Software Discovery,"Windows, IaaS, Linux, macOS, ESXi",Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from…
T1538,Cloud Service Dashboard,"IaaS, SaaS, Office Suite, Identity Provider","An adversary may use a cloud service dashboard GUI with stolen credentials to gain useful information from an operational cloud environment, such as specific services, resources,…"
T1055.005,Thread Local Storage,Windows,Adversaries may inject malicious code into processes via thread local storage (TLS) callbacks in order to evade process-based defenses as well as possibly elevate privileges. TLS…
T1622,Debugger Evasion,"Windows, Linux, macOS",Adversaries may employ various means to detect and avoid debuggers. Debuggers are typically used by defenders to trace and/or analyze the execution of potential malware…
T1036.006,Space after Filename,"Linux, macOS","Adversaries can hide a program's true filetype by changing the extension of a file. With certain file types (specifically this does not work with .app extensions), appending a…"
T1547.007,Re-opened Applications,macOS,"Adversaries may modify plist files to automatically run an application when a user logs in. When a user logs out or restarts via the macOS Graphical User Interface (GUI), a prompt…"
T1608.006,SEO Poisoning,PRE,Adversaries may poison mechanisms that influence search engine optimization (SEO) to further lure staged capabilities towards potential victims. Search engines typically display…
T1550.002,Pass the Hash,Windows,"Adversaries may “pass the hash” using stolen password hashes to move laterally within an environment, bypassing normal system access controls. Pass the hash (PtH) is a method of…"
T1052,Exfiltration Over Physical Medium,"Linux, macOS, Windows","Adversaries may attempt to exfiltrate data via a physical medium, such as a removable drive. In certain circumstances, such as an air-gapped network compromise, exfiltration could…"
T1105,Ingress Tool Transfer,"Linux, macOS, Windows, Network Devices, ESXi",Adversaries may transfer tools or other files from an external system into a compromised environment. Tools or files may be copied from an external adversary-controlled system to…
T1216.002,SyncAppvPublishingServer,Windows,Adversaries may abuse SyncAppvPublishingServer.vbs to proxy execution of malicious [PowerShell](https://attack.mitre.org/techniques/T1059/001) commands.…
T1098.002,Additional Email Delegate Permissions,"Windows, Office Suite","Adversaries may grant additional permission levels to maintain persistent access to an adversary-controlled email account. For example, the <code>Add-MailboxPermission</code>…"
T1588.003,Code Signing Certificates,PRE,Adversaries may buy and/or steal code signing certificates that can be used during targeting. Code signing is the process of digitally signing executables and scripts to confirm…
T1648,Serverless Execution,"SaaS, IaaS, Office Suite","Adversaries may abuse serverless computing, integration, and automation services to execute arbitrary code in cloud environments. Many cloud providers offer a variety of…"
T1548.006,TCC Manipulation,macOS,"Adversaries can manipulate or abuse the Transparency, Consent, & Control (TCC) service or database to grant malicious executables elevated permissions. TCC is a Privacy & Security…"
T1055.008,Ptrace System Calls,Linux,Adversaries may inject malicious code into processes via ptrace (process trace) system calls in order to evade process-based defenses as well as possibly elevate privileges.…
T1653,Power Settings,"Windows, Linux, macOS, Network Devices","Adversaries may impair a system's ability to hibernate, reboot, or shut down in order to extend access to infected machines. When a computer enters a dormant state, some or all…"
T1027.007,Dynamic API Resolution,Windows,Adversaries may obfuscate then dynamically resolve API functions called by their malware in order to conceal malicious functionalities and impair defensive analysis. Malware…
T1021.001,Remote Desktop Protocol,Windows,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to log into a computer using the Remote Desktop Protocol (RDP). The adversary may then perform…
T1037.001,Logon Script (Windows),Windows,Adversaries may use Windows logon scripts automatically executed at logon initialization to establish persistence. Windows allows logon scripts to be run whenever a specific user…
T1055.015,ListPlanting,Windows,Adversaries may abuse list-view controls to inject malicious code into hijacked processes in order to evade process-based defenses as well as possibly elevate privileges.…
T1665,Hide Infrastructure,"Linux, Network Devices, Windows, macOS, ESXi",Adversaries may manipulate network traffic in order to hide and evade detection of their C2 infrastructure. This can be accomplished in various ways including by identifying and…
T1484,Domain or Tenant Policy Modification,"Windows, Identity Provider",Adversaries may modify the configuration settings of a domain or identity tenant to evade defenses and/or escalate privileges in centrally managed environments. Such services…
T1220,XSL Script Processing,Windows,Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files. Extensible Stylesheet Language (XSL) files are commonly used to…
T1596.005,Scan Databases,PRE,Adversaries may search within public scan databases for information about victims that can be used during targeting. Various online services continuously publish the results of…
T1564.001,Hidden Files and Directories,"Windows, macOS, Linux","Adversaries may set files and directories to be hidden to evade detection mechanisms. To prevent normal users from accidentally changing special files on a system, most operating…"
T1578.001,Create Snapshot,IaaS,An adversary may create a snapshot or data backup within a cloud account to evade defenses. A snapshot is a point-in-time copy of an existing cloud compute component such as a…
T1591.001,Determine Physical Locations,PRE,Adversaries may gather the victim's physical location(s) that can be used during targeting. Information about physical locations of a target organization may include a variety of…
T1137.002,Office Test,"Windows, Office Suite","Adversaries may abuse the Microsoft Office ""Office Test"" Registry key to obtain persistence on a compromised system. An Office Test Registry location exists that allows a user to…"
T1587,Develop Capabilities,PRE,"Adversaries may build capabilities that can be used during targeting. Rather than purchasing, freely downloading, or stealing capabilities, adversaries may develop their own…"
T1003.003,NTDS,Windows,"Adversaries may attempt to access or create a copy of the Active Directory domain database in order to steal credential information, as well as obtain other information about…"
T1602.001,SNMP (MIB Dump),Network Devices,Adversaries may target the Management Information Base (MIB) to collect and/or mine valuable information in a network managed using Simple Network Management Protocol (SNMP). The…
T1001.002,Steganography,"Linux, macOS, Windows, ESXi",Adversaries may use steganographic techniques to hide command and control traffic to make detection efforts more difficult. Steganographic techniques can be used to hide data in…
T1204.001,Malicious Link,"Linux, macOS, Windows",An adversary may rely upon a user clicking a malicious link in order to gain execution. Users may be subjected to social engineering to get them to click on a link that will lead…
T1550.001,Application Access Token,"SaaS, Containers, IaaS, Office Suite, Identity Provider","Adversaries may use stolen application access tokens to bypass the typical authentication process and access restricted accounts, information, or services on remote systems. These…"
T1547.008,LSASS Driver,Windows,Adversaries may modify or add LSASS drivers to obtain persistence on compromised systems. The Windows security subsystem is a set of components that manage and enforce the…
T1569.002,Service Execution,Windows,Adversaries may abuse the Windows service control manager to execute malicious commands or payloads. The Windows service control manager (<code>services.exe</code>) is an…
T1078.004,Cloud Accounts,"SaaS, IaaS, Office Suite, Identity Provider","Valid accounts in cloud environments may allow adversaries to perform actions to achieve Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Cloud accounts are…"
T1480.001,Environmental Keying,"Linux, macOS, Windows",Adversaries may environmentally key payloads or other features of malware to evade defenses and constraint execution to a specific target environment. Environmental keying uses…
T1008,Fallback Channels,"Linux, Windows, macOS, ESXi",Adversaries may use fallback or alternate communication channels if the primary channel is compromised or inaccessible in order to maintain reliable command and control and to…
T1564.004,NTFS File Attributes,Windows,Adversaries may use NTFS file attributes to hide their malicious data in order to evade detection. Every New Technology File System (NTFS) formatted partition contains a Master…
T1558.003,Kerberoasting,Windows,Adversaries may abuse a valid Kerberos ticket-granting ticket (TGT) or sniff network traffic to obtain a ticket-granting service (TGS) ticket that may be vulnerable to [Brute…
T1003.006,DCSync,Windows,Adversaries may attempt to access credentials and other sensitive information by abusing a Windows Domain Controller's application programming interface (API)(Citation: Microsoft…
T1124,System Time Discovery,"Windows, Network Devices, Linux, macOS, ESXi","An adversary may gather the system time and/or time zone settings from a local or remote system. The system time is set and stored by services, such as the Windows Time Service on…"
T1053.002,At,"Windows, Linux, macOS",Adversaries may abuse the [at](https://attack.mitre.org/software/S0110) utility to perform task scheduling for initial or recurring execution of malicious code. The…
T1055.001,Dynamic-link Library Injection,Windows,Adversaries may inject dynamic-link libraries (DLLs) into processes in order to evade process-based defenses as well as possibly elevate privileges. DLL injection is a method of…
T1588.005,Exploits,PRE,"Adversaries may buy, steal, or download exploits that can be used during targeting. An exploit takes advantage of a bug or vulnerability in order to cause unintended or…"
T1556,Modify Authentication Process,"Windows, Linux, macOS, Network Devices, IaaS, SaaS, Office Suite, Identity Provider",Adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts. The authentication process is handled…
T1546.017,Udev Rules,Linux,"Adversaries may maintain persistence through executing malicious content triggered using udev rules. Udev is the Linux kernel device manager that dynamically manages device nodes,…"
T1056.004,Credential API Hooking,"Windows, Linux, macOS",Adversaries may hook into Windows application programming interface (API) functions and Linux system functions to collect user credentials. Malicious hooking mechanisms may…
T1495,Firmware Corruption,"Linux, macOS, Windows, Network Devices",Adversaries may overwrite or corrupt the flash memory contents of system BIOS or other firmware in devices attached to a system in order to render them inoperable or unable to…
T1490,Inhibit System Recovery,"Windows, macOS, Linux, Network Devices, IaaS, Containers, ESXi",Adversaries may delete or remove built-in data and turn off services designed to aid in the recovery of a corrupted system to prevent recovery.(Citation: Talos Olympic Destroyer…
T1546.007,Netsh Helper DLL,Windows,Adversaries may establish persistence by executing malicious content triggered by Netsh Helper DLLs. Netsh.exe (also referred to as Netshell) is a command-line scripting utility…
T1566.003,Spearphishing via Service,"Linux, macOS, Windows",Adversaries may send spearphishing messages via third-party services in an attempt to gain access to victim systems. Spearphishing via service is a specific variant of…
T1090.001,Internal Proxy,"Linux, Network Devices, Windows, macOS, ESXi",Adversaries may use an internal proxy to direct command and control traffic between two or more systems in a compromised environment. Many tools exist that enable traffic…
T1216,System Script Proxy Execution,Windows,"Adversaries may use trusted scripts, often signed with certificates, to proxy the execution of malicious files. Several Microsoft signed scripts that have been downloaded from…"
T1102.001,Dead Drop Resolver,"Linux, macOS, Windows, ESXi","Adversaries may use an existing, legitimate external Web service to host information that points to additional command and control (C2) infrastructure. Adversaries may post…"
T1001.001,Junk Data,"Linux, macOS, Windows, ESXi",Adversaries may add junk data to protocols used for command and control to make detection more difficult.(Citation: FireEye SUNBURST Backdoor December 2020) By adding random or…
T1598.001,Spearphishing Service,PRE,Adversaries may send spearphishing messages via third-party services to elicit sensitive information that can be used during targeting. Spearphishing for information is an attempt…
T1505.006,vSphere Installation Bundles,ESXi,Adversaries may abuse vSphere Installation Bundles (VIBs) to establish persistent access to ESXi hypervisors. VIBs are collections of files used for software distribution and…
T1552.007,Container API,Containers,"Adversaries may gather credentials via APIs within a containers environment. APIs in these environments, such as the Docker API and Kubernetes APIs, allow a user to remotely…"
T1584.001,Domains,PRE,Adversaries may hijack domains and/or subdomains that can be used during targeting. Domain registration hijacking is the act of changing the registration of a domain name without…
T1505.001,SQL Stored Procedures,"Windows, Linux",Adversaries may abuse SQL stored procedures to establish persistent access to systems. SQL Stored Procedures are code that can be saved and reused so that database users do not…
T1556.004,Network Device Authentication,Network Devices,"Adversaries may use [Patch System Image](https://attack.mitre.org/techniques/T1601/001) to hard code a password in the operating system, thus bypassing of native authentication…"
T1561.001,Disk Content Wipe,"Linux, Network Devices, Windows, macOS",Adversaries may erase the contents of storage devices on specific systems or in large numbers in a network to interrupt availability to system and network resources. Adversaries…
T1213.005,Messaging Applications,"SaaS, Office Suite","Adversaries may leverage chat and messaging applications, such as Microsoft Teams, Google Chat, and Slack, to mine valuable information. The following is a brief list of example…"
T1048.003,Exfiltration Over Unencrypted Non-C2 Protocol,"Linux, macOS, Windows, Network Devices, ESXi",Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an…
T1027.015,Compression,"Linux, Windows, macOS","Adversaries may use compression to obfuscate their payloads or files. Compressed file formats such as ZIP, gzip, 7z, and RAR can compress and archive multiple files together to…"
T1574.004,Dylib Hijacking,macOS,Adversaries may execute their own payloads by placing a malicious dynamic library (dylib) with an expected name in a path a victim application searches at runtime. The dynamic…
T1601.002,Downgrade System Image,Network Devices,Adversaries may install an older version of the operating system of a network device to weaken security. Older operating system versions on network devices often have weaker…
T1078.003,Local Accounts,"Linux, macOS, Windows, Containers, Network Devices, ESXi","Adversaries may obtain and abuse credentials of a local account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Local accounts are…"
T1669,Wi-Fi Networks,"Linux, Network Devices, Windows, macOS",Adversaries may gain initial access to target systems by connecting to wireless networks. They may accomplish this by exploiting open Wi-Fi networks used by target devices or by…
T1211,Exploitation for Defense Evasion,"Linux, Windows, macOS, SaaS, IaaS",Adversaries may exploit a system or application vulnerability to bypass security features. Exploitation of a vulnerability occurs when an adversary takes advantage of a…
T1127,Trusted Developer Utilities Proxy Execution,Windows,Adversaries may take advantage of trusted developer utilities to proxy execution of malicious payloads. There are many utilities used for software development related tasks that…
T1529,System Shutdown/Reboot,"Linux, macOS, Windows, Network Devices, ESXi","Adversaries may shutdown/reboot systems to interrupt access to, or aid in the destruction of, those systems. Operating systems may contain commands to initiate a shutdown/reboot…"
T1218.014,MMC,Windows,Adversaries may abuse mmc.exe to proxy execution of malicious .msc files. Microsoft Management Console (MMC) is a binary that may be signed by Microsoft and is used in several…
T1564.010,Process Argument Spoofing,Windows,"Adversaries may attempt to hide process command-line arguments by overwriting process memory. Process command-line arguments are stored in the process environment block (PEB), a…"
T1574.012,COR_PROFILER,Windows,Adversaries may leverage the COR_PROFILER environment variable to hijack the execution flow of programs that load the .NET CLR. The COR_PROFILER is a .NET Framework feature which…
